0 0 7.556611060556326e-01 6.165199777069838e-17 0
2 0 -5.849690951867478e-02 4.617494914776714e-17 2
3 0 -9.030451113218093e-03 -5.692417142603066e-03 0
5 0 -5.451397389935867e-03 3.170836381992880e-17 2
6 0 -2.145842932058337e-03 -6.702590831491146e-04 0
8 0 -1.771099566459360e-03 2.322922245496754e-17 2
9 0 -9.492725320198374e-04 -1.895304317274268e-04 0
11 0 -8.586439159951003e-04 1.749484266628100e-17 2
12 0 -5.396624071140252e-04 -7.837247309421880e-05 0
14 0 -5.071588035696029e-04 1.374494335194240e-17 2
15 0 -3.516797259399090e-04 -3.983490519360954e-05 0
17 0 -3.369273412177553e-04 1.138983258460666e-17 2
18 0 -2.499118986585270e-04 -2.305871606691716e-05 0
20 0 -2.420112261348865e-04 1.027340359477455e-17 2
21 0 -1.886003862208729e-04 -1.460751931646849e-05 0
23 0 -1.837862212979382e-04 9.644786176853511e-18 2
24 0 -1.487810507464352e-04 -9.890556194894800e-06 0
26 0 -1.455223502564587e-04 9.595859112964339e-18 2
27 0 -1.214444942941129e-04 -7.046215316555346e-06 0
29 0 -1.190442311191793e-04 9.936626272930604e-18 2
30 0 -1.018703564283614e-04 -5.220784748200061e-06 0
32 0 -9.998538373553208e-05 1.086026058617864e-17 2
33 0 -8.739776321933286e-05 -3.984647565171795e-06 0
35 0 -8.585035904930224e-05 1.202277384806834e-17 2
36 0 -7.644056907235088e-05 -3.105320787881297e-06 0
38 0 -7.513624143821218e-05 1.315854649906531e-17 2
39 0 -6.801182177966737e-05 -2.449487871207170e-06 0
41 0 -6.690023480800580e-05 1.396452563543369e-17 2
42 0 -6.147716377353706e-05 -1.937036642358998e-06 0
44 0 -6.053215182740836e-05 1.442922007741140e-17 2
45 0 -5.641928629323190e-05 -1.517962219992564e-06 0
47 0 -5.562795336576237e-05 1.452171755578173e-17 2
48 0 -5.255977964339631e-05 -1.160054385332718e-06 0
50 0 -5.191620263034244e-05 1.433182245754301e-17 2
51 0 -4.971233593098927e-05 -8.419718466949281e-07 0
53 0 -4.921373403771741e-05 1.360308788043749e-17 2
54 0 -4.775398736952151e-05 -5.491340002105336e-07 0
56 0 -4.739827894778768e-05 1.253748992772278e-17 2
57 0 -4.660729166581609e-05 -2.711362732335619e-07 0
59 0 -4.639146313137401e-05 1.100062805000089e-17 2
60 0 -4.622959742594601e-05 -7.147016146992692e-19 0
62 0 -4.614855757566837e-05 9.242312060256329e-18 2
63 0 -4.660729166583170e-05 2.711362732323900e-07 0
65 0 -4.665300814453708e-05 7.420712554286144e-18 2
66 0 -4.775398736955142e-05 5.491340002102996e-07 0
68 0 -4.791475841697123e-05 5.662637550350635e-18 2
69 0 -4.971233593103098e-05 8.419718466961727e-07 0
71 0 -4.997206161636580e-05 4.088825895769447e-18 2
72 0 -5.255977964344577e-05 1.160054385335969e-06 0
74 0 -5.289706622865013e-05 2.830951651486025e-18 2
75 0 -5.641928629328540e-05 1.517962219998242e-06 0
77 0 -5.680612985108896e-05 1.947526893844417e-18 2
78 0 -6.147716377359009e-05 1.937036642367584e-06 0
80 0 -6.187677351717188e-05 1.687664107169137e-18 2
81 0 -6.801182177971575e-05 2.449487871218894e-06 0
83 0 -6.837476499360735e-05 1.962481102371826e-18 2
84 0 -7.644056907239169e-05 3.105320787896091e-06 0
86 0 -7.669762999607124e-05 2.547779178348247e-18 2
87 0 -8.739776321936361e-05 3.984647565189776e-06 0
89 0 -8.744617915772926e-05 3.948702401487211e-18 2
90 0 -1.018703564283808e-04 5.220784748221351e-06 0
92 0 -1.015460664731499e-04 5.150767579799798e-18 2
93 0 -1.214444942941228e-04 7.046215316580006e-06 0
95 0 -1.204629276740960e-04 7.213806534679136e-18 2
96 0 -1.487810507464358e-04 9.890556194923260e-06 0
98 0 -1.466012599172027e-04 9.113318002448365e-18 2
99 0 -1.886003862208670e-04 1.460751931650041e-05 0
101 0 -1.840825864212045e-04 1.137321782923088e-17 2
102 0 -2.499118986585187e-04 2.305871606695270e-05 0
104 0 -2.403414485881325e-04 1.389492525472728e-17 2
105 0 -3.516797259399028e-04 3.983490519365010e-05 0
107 0 -3.294849317055427e-04 1.688027037025811e-17 2
108 0 -5.396624071140305e-04 7.837247309426616e-05 0
110 0 -4.784527809940482e-04 1.968466964453444e-17 2
111 0 -9.492725320198509e-04 1.895304317274795e-04 0
113 0 -7.181267999293585e-04 2.237210099492594e-17 2
114 0 -2.145842932058375e-03 6.702590831491789e-04 0
116 0 -4.543044847560590e-04 3.027915585225350e-17 2
117 0 -9.030451113218129e-03 5.692417142603130e-03 0
119 0 8.994653808265025e-02 4.291408093422022e-17 2
0 1 8.994658241442824e-02 4.425643956034799e-17 2
1 1 -3.862070257140517e-02 -4.427040795504789e-02 0
3 1 -9.841567969633787e-03 3.975844254109244e-17 2
4 1 -4.199924487299883e-03 -2.195212475727124e-03 0
6 1 -2.700362386151105e-03 2.666639523221273e-17 2
7 1 -1.466018258457761e-03 -4.398073021554470e-04 0
9 1 -1.178926452483256e-03 1.854166242499644e-17 2
10 1 -7.415035854254655e-04 -1.497295752773829e-04 0
12 1 -6.513200318201776e-04 1.513448682919695e-17 2
13 1 -4.504945160485114e-04 -6.722724160059223e-05 0
15 1 -4.132908541864060e-04 1.260926245796341e-17 2
16 1 -3.054170419987908e-04 -3.570611638887059e-05 0
18 1 -2.870830110043939e-04 1.086539598172083e-17 2
19 1 -2.227900855878223e-04 -2.122772155264598e-05 0
21 1 -2.124988960882743e-04 9.787551093021604e-18 2
22 1 -1.712726773594638e-04 -1.368640393714260e-05 0
24 1 -1.648691232815774e-04 9.716343891887301e-18 2
25 1 -1.369794331762238e-04 -9.379969666926777e-06 0
