0 0 7.906272644216097e-17 -9.013756595198287e-17 0
2 0 2.028051253569702e-01 -7.020446853058880e-02 2
3 0 1.207134961174590e-01 -4.185825918217209e-02 0
5 0 7.220528153808237e-02 -2.533875885571142e-02 2
6 0 5.949087661165912e-02 -2.009181607126215e-02 0
8 0 4.429611596706431e-02 -1.535569703541243e-02 2
9 0 3.909906532577908e-02 -1.326417016410045e-02 0
11 0 3.165662681246420e-02 -1.101098851676537e-02 2
12 0 2.880117092069759e-02 -9.890451348673952e-03 0
14 0 2.434647150663106e-02 -8.563235516125707e-03 2
15 0 2.252139691100207e-02 -7.863106070617494e-03 0
17 0 1.952727511701039e-02 -6.979212171466469e-03 2
18 0 1.824641242201874e-02 -6.497516953528262e-03 0
20 0 1.607441057454221e-02 -5.857846004987415e-03 2
21 0 1.511592622266413e-02 -5.503016716803507e-03 0
23 0 1.345212558763692e-02 -5.010219398621517e-03 2
24 0 1.270030924891769e-02 -4.734653320213534e-03 0
26 0 1.137227154652417e-02 -4.335383748431762e-03 2
27 0 1.076076608846801e-02 -4.111844526905882e-03 0
29 0 9.665724866813092e-03 -3.774390768857919e-03 2
30 0 9.153645824099178e-03 -3.586159102218745e-03 0
32 0 8.226347125509592e-03 -3.290508782449332e-03 2
33 0 7.787020683266897e-03 -3.126765375293498e-03 0
35 0 6.983830448802006e-03 -2.859724629547113e-03 2
36 0 6.599001233596353e-03 -2.713185643274901e-03 0
38 0 5.889427739155095e-03 -2.465783872339281e-03 2
39 0 5.546068888903920e-03 -2.331401124561022e-03 0
41 0 4.907953797190859e-03 -2.097418169333521e-03 2
42 0 4.596409170447267e-03 -1.971620658356193e-03 0
44 0 4.013055946146796e-03 -1.746701651864680e-03 2
45 0 3.725905453475656e-03 -1.626928562572508e-03 0
47 0 3.184285837369658e-03 -1.408022365784547e-03 2
48 0 2.915622139577804e-03 -1.292420270821492e-03 0
50 0 2.405207843717090e-03 -1.077403145513477e-03 2
51 0 2.150155694162620e-03 -9.646189309427789e-04 0
53 0 1.662123955758051e-03 -7.520272961760320e-04 2
54 0 1.416506240158211e-03 -6.410582077694762e-04 0
56 0 9.431728830201040e-04 -4.298866883911550e-04 2
57 0 7.032661296272150e-04 -3.199647562860947e-04 0
59 0 2.376566373893410e-04 -1.095032217376004e-04 2
60 0 2.052522534318739e-17 -6.558201970166892e-18 0
62 0 -4.644995198466834e-04 2.103070770809681e-04 2
63 0 -7.032661296271741e-04 3.199647562860825e-04 0
65 0 -1.173219289345800e-03 5.306481013978185e-04 2
66 0 -1.416506240158170e-03 6.410582077694629e-04 0
68 0 -1.898731386110571e-03 8.527517623693324e-04 2
69 0 -2.150155694162586e-03 9.646189309427650e-04 0
71 0 -2.652057896945909e-03 1.178194755948269e-03 2
72 0 -2.915622139577768e-03 1.292420270821478e-03 0
74 0 -3.445589881128011e-03 1.509140539577354e-03 2
75 0 -3.725905453475623e-03 1.626928562572494e-03 0
77 0 -4.293823196420028e-03 1.848628759298369e-03 2
78 0 -4.596409170447232e-03 1.971620658356173e-03 0
80 0 -5.214362655686905e-03 2.200945608071075e-03 2
81 0 -5.546068888903884e-03 2.331401124561011e-03 0
83 0 -6.229366552685174e-03 2.572129135178397e-03 2
84 0 -6.599001233596322e-03 2.713185643274880e-03 0
86 0 -7.367720321767100e-03 2.970701018310366e-03 2
87 0 -7.787020683266866e-03 3.126765375293479e-03 0
89 0 -8.668447760473912e-03 3.408786684409736e-03 2
90 0 -9.153645824099138e-03 3.586159102218727e-03 0
92 0 -1.018630060905827e-02 3.903923655399953e-03 2
93 0 -1.076076608846797e-02 4.111844526905858e-03 0
95 0 -1.200136752817997e-02 4.482144031559137e-03 2
96 0 -1.270030924891763e-02 4.734653320213505e-03 0
98 0 -1.423655042915005e-02 5.183551511013796e-03 2
99 0 -1.511592622266407e-02 5.503016716803467e-03 0
101 0 -1.709162000961266e-02 6.073142004096535e-03 2
102 0 -1.824641242201861e-02 6.497516953528209e-03 0
104 0 -2.091565095608703e-02 7.263698515730557e-03 2
105 0 -2.252139691100201e-02 7.863106070617430e-03 0
107 0 -2.637997646792264e-02 8.970022903987067e-03 2
108 0 -2.880117092069748e-02 9.890451348673904e-03 0
110 0 -3.496337226700059e-02 1.165888308653821e-02 2
111 0 -3.909906532577898e-02 1.326417016410035e-02 0
113 0 -5.068937039079204e-02 1.656748535714430e-02 2
114 0 -5.949087661165905e-02 2.009181607126206e-02 0
116 0 -8.969249175647907e-02 2.814774509462435e-02 2
117 0 -1.207134961174588e-01 4.185825918217198e-02 0
119 0 -3.433210064719484e-01 1.960016414026048e-02 2
0 1 7.891946073427095e-02 -3.347016561606008e-01 2
1 1 1.724261568468445e-01 -1.446827246155030e-01 0
3 1 8.790231155163178e-02 -5.031903064580508e-02 2
4 1 7.068295690732920e-02 -3.593482823403034e-02 0
6 1 5.054917553578528e-02 -2.351204653288549e-02 2
7 1 4.411477417268192e-02 -1.938551044376191e-02 0
9 1 3.502459548760789e-02 -1.495076486719428e-02 2
10 1 3.167292114512104e-02 -1.308778195920184e-02 0
12 1 2.647808942046120e-02 -1.085638856486634e-02 2
13 1 2.440672029175323e-02 -9.807903408678084e-03 0
15 1 2.101859088574282e-02 -8.466162306573308e-03 2
16 1 1.959788213576465e-02 -7.794520732453045e-03 0
18 1 1.719142185745497e-02 -6.892524177280147e-03 2
19 1 1.614583379972987e-02 -6.423389280317552e-03 0
21 1 1.433108272732481e-02 -5.767302666300005e-03 2
22 1 1.352122601420297e-02 -5.418063443013682e-03 0
24 1 1.209015982202878e-02 -4.911039989684717e-03 2
25 1 1.143795824846577e-02 -4.637609711735147e-03 0
27 1 1.026940753206734e-02 -4.225984044769088e-03 2
28 1 9.727659396233799e-03 -4.002721621040792e-03 0
30 1 8.746110624082322e-03 -3.654422828188978e-03 2
31 1 8.284507638782973e-03 -3.465425298719033e-03 0
33 1 7.440265443815723e-03 -3.160182685241264e-03 2
34 1 7.038352813068106e-03 -2.995095684353205e-03 0
36 1 6.297178087377020e-03 -2.719558981411409e-03 2
37 1 5.940544373499690e-03 -2.571390409207456e-03 0
39 1 5.277878188970311e-03 -2.316510094848992e-03 2
40 1 4.955968738945705e-03 -2.180410896691698e-03 0
42 1 4.353534666182019e-03 -1.939941090603176e-03 2
43 1 4.058333306317827e-03 -1.812485487386656e-03 0
45 1 3.502043949207724e-03 -1.582079542020564e-03 2
46 1 3.227242746951512e-03 -1.460817459299619e-03 0
48 1 2.705854046588589e-03 -1.237452098778602e-03 2
49 1 2.446308404587063e-03 -1.120616423921070e-03 0
51 1 1.950517568432868e-03 -9.022051378809473e-04 2
52 1 1.701872944280391e-03 -7.885099893829361e-04 0
