# Lx, Ly = 384, Ly = 384
0 1.5 -6.88154e-17 3.7895e-16 -3.43483e-17
1 0 0 0 0
2 0.0899778 5.17141e-17 -0.436008 -2.86473e-05
3 -5.616e-16 -1.2892e-09 0.269958 4.29687e-05
4 0 0 0 0
5 0.00659024 4.79797e-17 -0.166099 -7.16032e-05
6 -4.29182e-16 -2.5784e-09 0.137594 8.59142e-05
7 0 0 0 0
8 0.00161868 4.46367e-17 -0.103542 -0.00011452
9 -3.65254e-16 -3.86759e-09 0.0919217 0.000128813
10 0 0 0 0
11 0.00062232 4.0531e-17 -0.0753006 -0.000157376
12 -3.45401e-16 -5.15677e-09 0.0690056 0.000171643
13 0 0 0 0
14 0.000301686 3.69592e-17 -0.0591977 -0.000200146
15 -3.07372e-16 -6.4459e-09 0.055254 0.00021438
16 0 0 0 0
17 0.000168439 3.45301e-17 -0.0487926 -0.000242808
18 -2.90969e-16 -7.73496e-09 0.0460921 0.000257
19 0 0 0 0
20 0.000103423 3.33121e-17 -0.0415183 -0.000285338
21 -2.72916e-16 -9.02388e-09 0.0395545 0.000299482
22 0 0 0 0
23 6.79962e-05 3.1619e-17 -0.0361489 -0.000327714
24 -2.50205e-16 -1.03126e-08 0.0346574 0.000341801
25 0 0 0 0
26 4.70691e-05 2.99046e-17 -0.0320248 -0.000369912
27 -2.36184e-16 -1.1601e-08 0.0308541 0.000383934
28 0 0 0 0
29 3.39212e-05 2.80841e-17 -0.0287595 -0.000411908
30 -2.21698e-16 -1.28889e-08 0.0278167 0.000425858
31 0 0 0 0
32 2.5249e-05 2.6953e-17 -0.0261113 -0.000453681
33 -2.10636e-16 -1.41762e-08 0.0253362 0.000467551
34 0 0 0 0
35 1.92992e-05 2.60429e-17 -0.0239217 -0.000495206
36 -1.95226e-16 -1.54627e-08 0.0232736 0.000508988
37 0 0 0 0
38 1.50822e-05 2.50769e-17 -0.022082 -0.00053646
39 -1.77824e-16 -1.67482e-08 0.0215324 0.000550147
40 0 0 0 0
41 1.20104e-05 2.40808e-17 -0.0205155 -0.000577421
42 -1.68949e-16 -1.80323e-08 0.0200438 0.000591005
43 0 0 0 0
44 9.72014e-06 2.31642e-17 -0.0191664 -0.000618065
45 -1.62803e-16 -1.93148e-08 0.0187574 0.000631538
46 0 0 0 0
47 7.97792e-06 2.2616e-17 -0.0179931 -0.000658368
48 -1.63792e-16 -2.05952e-08 0.0176353 0.000671723
49 0 0 0 0
50 6.6292e-06 2.16809e-17 -0.0169639 -0.000698309
51 -1.52009e-16 -2.18732e-08 0.0166485 0.000711538
52 0 0 0 0
53 5.56893e-06 2.10215e-17 -0.0160545 -0.000737864
54 -1.45419e-16 -2.31484e-08 0.0157745 0.000750959
55 0 0 0 0
56 4.72399e-06 2.03392e-17 -0.0152457 -0.000777009
57 -1.38804e-16 -2.44201e-08 0.0149957 0.000789963
58 0 0 0 0
59 4.04242e-06 1.96675e-17 -0.0145221 -0.000815723
60 -1.28398e-16 -2.56879e-08 0.0142977 0.000828528
61 0 0 0 0
62 3.48663e-06 1.89602e-17 -0.0138715 -0.000853982
63 -1.23555e-16 -2.69511e-08 0.0136691 0.00086663
64 0 0 0 0
65 3.02892e-06 1.82589e-17 -0.0132838 -0.000891764
66 -1.17783e-16 -2.8209e-08 0.0131004 0.000904247
67 0 0 0 0
68 2.64863e-06 1.75509e-17 -0.0127508 -0.000929045
69 -1.24428e-16 -2.94609e-08 0.012584 0.000941357
70 0 0 0 0
71 2.33009e-06 1.69533e-17 -0.0122655 -0.000965803
72 -1.20054e-16 -3.07061e-08 0.0121133 0.000977936
73 0 0 0 0
74 2.0613e-06 1.63054e-17 -0.0118222 -0.00100202
75 -1.16985e-16 -3.19437e-08 0.0116829 0.00101396
76 0 0 0 0
77 1.83296e-06 1.5746e-17 -0.0114161 -0.00103766
78 -1.19881e-16 -3.31728e-08 0.0112882 0.00104941
79 0 0 0 0
80 1.63777e-06 1.52043e-17 -0.011043 -0.00107272
81 -1.199e-16 -3.43925e-08 0.0109254 0.00108427
82 0 0 0 0
83 1.46996e-06 1.47108e-17 -0.0106995 -0.00110716
84 -1.33871e-16 -3.56017e-08 0.0105909 0.0011185
85 0 0 0 0
86 1.32492e-06 1.41857e-17 -0.0103824 -0.00114097
87 -1.27436e-16 -3.67995e-08 0.0102821 0.0011521
88 0 0 0 0
89 1.19897e-06 1.36635e-17 -0.0100892 -0.00117413
90 -1.36491e-16 -3.79848e-08 0.00999638 0.00118503
91 0 0 0 0
92 1.08909e-06 1.31425e-17 -0.00981763 -0.00120661
93 -1.42383e-16 -3.91563e-08 0.00973155 0.00121728
94 0 0 0 0
95 9.92833e-07 1.26317e-17 -0.00956568 -0.00123839
96 -1.33434e-16 -4.03131e-08 0.00948575 0.00124882
97 0 0 0 0
98 9.08188e-07 1.21555e-17 -0.00933162 -0.00126945
99 -1.34617e-16 -4.14537e-08 0.0092573 0.00127964
100 0 0 0 0
101 8.33487e-07 1.1627e-17 -0.00911392 -0.00129977
102 -1.2172e-16 -4.2577e-08 0.00904475 0.00130971
103 0 0 0 0
104 7.67348e-07 1.12333e-17 -0.00891123 -0.00132934
105 -1.09786e-16 -4.36816e-08 0.00884679 0.00133902
106 0 0 0 0
107 7.08611e-07 1.07694e-17 -0.00872237 -0.00135812
108 -8.58913e-17 -4.47663e-08 0.0086623 0.00136754
109 0 0 0 0
110 6.56305e-07 1.03534e-17 -0.00854627 -0.0013861
111 -7.59006e-17 -4.58297e-08 0.00849024 0.00139525
112 0 0 0 0
113 6.09607e-07 9.92302e-18 -0.008382 -0.00141327
114 -6.44333e-17 -4.68705e-08 0.00832971 0.00142214
115 0 0 0 0
116 5.67821e-07 9.48138e-18 -0.0082287 -0.0014396
117 -5.50461e-17 -4.78872e-08 0.00817991 0.00144818
118 0 0 0 0
119 5.30354e-07 9.06888e-18 -0.00808563 -0.00146507
120 -5.55997e-17 -4.88784e-08 0.00804009 0.00147337
121 0 0 0 0
122 4.96698e-07 8.64001e-18 -0.00795212 -0.00148967
123 -1.94559e-17 -4.98428e-08 0.00790963 0.00149767
124 0 0 0 0
125 4.6642e-07 8.2159e-18 -0.00782755 -0.00151338
126 -4.62402e-17 -5.07789e-08 0.00778791 0.00152108
127 0 0 0 0
128 4.39144e-07 7.82865e-18 -0.00771138 -0.00153617
129 -4.08149e-17 -5.16853e-08 0.00767443 0.00154357
130 0 0 0 0
131 4.14547e-07 7.44153e-18 -0.00760311 -0.00155805
132 -7.57499e-18 -5.25607e-08 0.0075687 0.00156513
133 0 0 0 0
134 3.92349e-07 7.08023e-18 -0.00750232 -0.00157898
135 -5.88884e-17 -5.34036e-08 0.00747031 0.00158575
136 0 0 0 0
137 3.72307e-07 6.71048e-18 -0.00740859 -0.00159896
138 -2.61934e-17 -5.42128e-08 0.00737885 0.0016054
139 0 0 0 0
140 3.54211e-07 6.3519e-18 -0.00732156 -0.00161796
141 -8.61553e-18 -5.49868e-08 0.00729398 0.00162408
142 0 0 0 0
143 3.37875e-07 6.00074e-18 -0.00724091 -0.00163598
144 -5.20989e-17 -5.57244e-08 0.00721539 0.00164177
145 0 0 0 0
